ਮਾ,(maa): Mother,ਮ: m (as in man) | ਾ: aa (vowel matra)
ਪਿਤਾ,(pitaa): Father,ਪ: p (as in pen) | ਿ: i (vowel matra before consonant) | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਘਰ,(ghar): Home,ਘ: gh (aspirated g) | ਰ: r (as in run)
ਰੋਟੀ,(roti): Bread,ਰ: r (as in run) | ੋ: o (vowel matra) | ਟ: ṭ (retroflex t) | ੀ: ee (vowel matra)
ਪਾਣੀ,(paani): Water,ਪ: p (as in pen) | ਾ: aa (vowel matra) | ਣ: ṇ (retroflex n) | ੀ: ee (vowel matra)
ਦਿਲ,(dil): Heart,ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਲ: l (as in love)
ਬਚਾ,(bachaa): Child,ਬ: b (as in bat) | ਚ: ch (as in chair) | ਾ: aa (vowel matra)
ਰਾਤ,(raat): Night,ਰ: r (as in run) | ਾ: aa (vowel matra) | ਤ: t (as in tap)
ਦਿਨ,(din): Day,ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਨ: n (as in net)
ਕੰਨ,(kann): Ear,ਕ: k (as in kite) | ੰ: unknown | ਨ: n (as in net)
ਸੂਰਜ,(sooraj): Sun,ਸ: s (as in sun) | ੂ: oo (vowel matra) | ਰ: r (as in run) | ਜ: j (as in jam)
ਚੰਦ,(chand): Moon,ਚ: ch (as in chair) | ੰ: unknown | ਦ: d (as in dog)
ਤਾਰਾ,(taaraa): Star,ਤ: t (as in tap) | ਾ: aa (vowel matra) | ਰ: r (as in run) | ਾ: aa (vowel matra)
ਫਲ,(phal): Fruit,ਫ: ph (as in photo) | ਲ: l (as in love)
ਦੂਧ,(doodh): Milk,ਦ: d (as in dog) | ੂ: oo (vowel matra) | ਧ: dh (aspirated d)
ਕਿੱਤਾ,(kittaa): Puppy,ਕ: k (as in kite) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਬਿੱਲੀ,(billee): Cat,ਬ: b (as in bat) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਲ: l (as in love) | ੀ: ee (vowel matra)
ਕੁੱਤਾ,(kuttaa): Dog,ਕ: k (as in kite) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਮਿੱਟੀ,(mittee): Soil,ਮ: m (as in man) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਟ: ṭ (retroflex t) | ੀ: ee (vowel matra)
ਹਵਾ,(havaa): Air,ਹ: h (as in hat) | ਵ: v/w (as in van) | ਾ: aa (vowel matra)
ਪਿਆਰ,(piyaar): Love,ਪ: p (as in pen) | ਿ: i (vowel matra before consonant) | ਆ: aa (as in father) | ਰ: r (as in run)
ਦੋਸਤ,(dosat): Friend,ਦ: d (as in dog) | ੋ: o (vowel matra) | ਸ: s (as in sun) | ਤ: t (as in tap)
ਕਿਤਾਬ,(kitaab): Book,ਕ: k (as in kite) | ਿ: i (vowel matra before consonant) | ਤ: t (as in tap) | ਾ: aa (vowel matra) | ਬ: b (as in bat)
ਸਕੂਲ,(sakool): School,ਸ: s (as in sun) | ਕ: k (as in kite) | ੂ: oo (vowel matra) | ਲ: l (as in love)
ਖੇਡ,(khed): Game,ਖ: kh (aspirated k) | ੇ: e (vowel matra) | ਡ: ḍ (retroflex d)
ਸਰਕ,(sarak): Road,ਸ: s (as in sun) | ਰ: r (as in run) | ਕ: k (as in kite)
ਪਹਾੜ,(pahaad): Mountain,ਪ: p (as in pen) | ਹ: h (as in hat) | ਾ: aa (vowel matra) | ੜ: ṛ (flapped r)
ਨਦੀ,(nadee): River,ਨ: n (as in net) | ਦ: d (as in dog) | ੀ: ee (vowel matra)
ਝੀਲ,(jheel): Lake,ਝ: jh (aspirated j) | ੀ: ee (vowel matra) | ਲ: l (as in love)
ਬੂਟਾ,(boota): Plant,ਬ: b (as in bat) | ੂ: oo (vowel matra) | ਟ: ṭ (retroflex t) | ਾ: aa (vowel matra)
ਫੁੱਲ,(phull): Flower,ਫ: ph (as in photo) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਲ: l (as in love)
ਵਰਖ,(varkh): Tree,ਵ: v/w (as in van) | ਰ: r (as in run) | ਖ: kh (aspirated k)
ਪੱਤਾ,(patta): Leaf,ਪ: p (as in pen) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਅੰਬ,(amb): Mango,ਅ: a (as in about) | ੰ: unknown | ਬ: b (as in bat)
ਸੇਬ,(seb): Apple,ਸ: s (as in sun) | ੇ: e (vowel matra) | ਬ: b (as in bat)
ਕੇਲਾ,(kelaa): Banana,ਕ: k (as in kite) | ੇ: e (vowel matra) | ਲ: l (as in love) | ਾ: aa (vowel matra)
ਅੰਗੂਰ,(angoor): Grapes,ਅ: a (as in about) | ੰ: unknown | ਗ: g (as in go) | ੂ: oo (vowel matra) | ਰ: r (as in run)
ਸੂਟ,(soot): Suit,ਸ: s (as in sun) | ੂ: oo (vowel matra) | ਟ: ṭ (retroflex t)
ਕੱਪੜਾ,(kappraa): Clothes,ਕ: k (as in kite) | ੱ: unknown | ਪ: p (as in pen) | ੜ: ṛ (flapped r) | ਾ: aa (vowel matra)
ਜੁੱਤੀ,(jutti): Shoe,ਜ: j (as in jam) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ੀ: ee (vowel matra)
ਟੋਪੀ,(topi): Cap,ਟ: ṭ (retroflex t) | ੋ: o (vowel matra) | ਪ: p (as in pen) | ੀ: ee (vowel matra)
ਮਾਰ,(maar): Hit,ਮ: m (as in man) | ਾ: aa (vowel matra) | ਰ: r (as in run)
ਜੀਤ,(jeet): Win,ਜ: j (as in jam) | ੀ: ee (vowel matra) | ਤ: t (as in tap)
ਹਾਰ,(haar): Lose,ਹ: h (as in hat) | ਾ: aa (vowel matra) | ਰ: r (as in run)
ਖੇਡਣਾ,(khedna): To play,ਖ: kh (aspirated k) | ੇ: e (vowel matra) | ਡ: ḍ (retroflex d) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਖਾਣਾ,(khaana): Food,ਖ: kh (aspirated k) | ਾ: aa (vowel matra) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਪੜ੍ਹਨਾ,(parhna): To read,ਪ: p (as in pen) | ੜ: ṛ (flapped r) | ੍: halant (suppresses vowel) | ਹ: h (as in hat) | ਨ: n (as in net) | ਾ: aa (vowel matra)
ਲਿਖਣਾ,(likhna): To write,ਲ: l (as in love) | ਿ: i (vowel matra before consonant) | ਖ: kh (aspirated k) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਦੌੜ,(daud): Run,ਦ: d (as in dog) | ੌ: au (vowel matra) | ੜ: ṛ (flapped r)
ਚੱਲ,(chal): Walk,ਚ: ch (as in chair) | ੱ: unknown | ਲ: l (as in love)
ਮਾ,(maa): Mother (2),ਮ: m (as in man) | ਾ: aa (vowel matra)
ਪਿਤਾ,(pitaa): Father (2),ਪ: p (as in pen) | ਿ: i (vowel matra before consonant) | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਘਰ,(ghar): Home (2),ਘ: gh (aspirated g) | ਰ: r (as in run)
ਰੋਟੀ,(roti): Bread (2),ਰ: r (as in run) | ੋ: o (vowel matra) | ਟ: ṭ (retroflex t) | ੀ: ee (vowel matra)
ਪਾਣੀ,(paani): Water (2),ਪ: p (as in pen) | ਾ: aa (vowel matra) | ਣ: ṇ (retroflex n) | ੀ: ee (vowel matra)
ਦਿਲ,(dil): Heart (2),ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਲ: l (as in love)
ਬਚਾ,(bachaa): Child (2),ਬ: b (as in bat) | ਚ: ch (as in chair) | ਾ: aa (vowel matra)
ਰਾਤ,(raat): Night (2),ਰ: r (as in run) | ਾ: aa (vowel matra) | ਤ: t (as in tap)
ਦਿਨ,(din): Day (2),ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਨ: n (as in net)
ਕੰਨ,(kann): Ear (2),ਕ: k (as in kite) | ੰ: unknown | ਨ: n (as in net)
ਸੂਰਜ,(sooraj): Sun (2),ਸ: s (as in sun) | ੂ: oo (vowel matra) | ਰ: r (as in run) | ਜ: j (as in jam)
ਚੰਦ,(chand): Moon (2),ਚ: ch (as in chair) | ੰ: unknown | ਦ: d (as in dog)
ਤਾਰਾ,(taaraa): Star (2),ਤ: t (as in tap) | ਾ: aa (vowel matra) | ਰ: r (as in run) | ਾ: aa (vowel matra)
ਫਲ,(phal): Fruit (2),ਫ: ph (as in photo) | ਲ: l (as in love)
ਦੂਧ,(doodh): Milk (2),ਦ: d (as in dog) | ੂ: oo (vowel matra) | ਧ: dh (aspirated d)
ਕਿੱਤਾ,(kittaa): Puppy (2),ਕ: k (as in kite) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਬਿੱਲੀ,(billee): Cat (2),ਬ: b (as in bat) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਲ: l (as in love) | ੀ: ee (vowel matra)
ਕੁੱਤਾ,(kuttaa): Dog (2),ਕ: k (as in kite) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਮਿੱਟੀ,(mittee): Soil (2),ਮ: m (as in man) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਟ: ṭ (retroflex t) | ੀ: ee (vowel matra)
ਹਵਾ,(havaa): Air (2),ਹ: h (as in hat) | ਵ: v/w (as in van) | ਾ: aa (vowel matra)
ਪਿਆਰ,(piyaar): Love (2),ਪ: p (as in pen) | ਿ: i (vowel matra before consonant) | ਆ: aa (as in father) | ਰ: r (as in run)
ਦੋਸਤ,(dosat): Friend (2),ਦ: d (as in dog) | ੋ: o (vowel matra) | ਸ: s (as in sun) | ਤ: t (as in tap)
ਕਿਤਾਬ,(kitaab): Book (2),ਕ: k (as in kite) | ਿ: i (vowel matra before consonant) | ਤ: t (as in tap) | ਾ: aa (vowel matra) | ਬ: b (as in bat)
ਸਕੂਲ,(sakool): School (2),ਸ: s (as in sun) | ਕ: k (as in kite) | ੂ: oo (vowel matra) | ਲ: l (as in love)
ਖੇਡ,(khed): Game (2),ਖ: kh (aspirated k) | ੇ: e (vowel matra) | ਡ: ḍ (retroflex d)
ਸਰਕ,(sarak): Road (2),ਸ: s (as in sun) | ਰ: r (as in run) | ਕ: k (as in kite)
ਪਹਾੜ,(pahaad): Mountain (2),ਪ: p (as in pen) | ਹ: h (as in hat) | ਾ: aa (vowel matra) | ੜ: ṛ (flapped r)
ਨਦੀ,(nadee): River (2),ਨ: n (as in net) | ਦ: d (as in dog) | ੀ: ee (vowel matra)
ਝੀਲ,(jheel): Lake (2),ਝ: jh (aspirated j) | ੀ: ee (vowel matra) | ਲ: l (as in love)
ਬੂਟਾ,(boota): Plant (2),ਬ: b (as in bat) | ੂ: oo (vowel matra) | ਟ: ṭ (retroflex t) | ਾ: aa (vowel matra)
ਫੁੱਲ,(phull): Flower (2),ਫ: ph (as in photo) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਲ: l (as in love)
ਵਰਖ,(varkh): Tree (2),ਵ: v/w (as in van) | ਰ: r (as in run) | ਖ: kh (aspirated k)
ਪੱਤਾ,(patta): Leaf (2),ਪ: p (as in pen) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਅੰਬ,(amb): Mango (2),ਅ: a (as in about) | ੰ: unknown | ਬ: b (as in bat)
ਸੇਬ,(seb): Apple (2),ਸ: s (as in sun) | ੇ: e (vowel matra) | ਬ: b (as in bat)
ਕੇਲਾ,(kelaa): Banana (2),ਕ: k (as in kite) | ੇ: e (vowel matra) | ਲ: l (as in love) | ਾ: aa (vowel matra)
ਅੰਗੂਰ,(angoor): Grapes (2),ਅ: a (as in about) | ੰ: unknown | ਗ: g (as in go) | ੂ: oo (vowel matra) | ਰ: r (as in run)
ਸੂਟ,(soot): Suit (2),ਸ: s (as in sun) | ੂ: oo (vowel matra) | ਟ: ṭ (retroflex t)
ਕੱਪੜਾ,(kappraa): Clothes (2),ਕ: k (as in kite) | ੱ: unknown | ਪ: p (as in pen) | ੜ: ṛ (flapped r) | ਾ: aa (vowel matra)
ਜੁੱਤੀ,(jutti): Shoe (2),ਜ: j (as in jam) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ੀ: ee (vowel matra)
ਟੋਪੀ,(topi): Cap (2),ਟ: ṭ (retroflex t) | ੋ: o (vowel matra) | ਪ: p (as in pen) | ੀ: ee (vowel matra)
ਮਾਰ,(maar): Hit (2),ਮ: m (as in man) | ਾ: aa (vowel matra) | ਰ: r (as in run)
ਜੀਤ,(jeet): Win (2),ਜ: j (as in jam) | ੀ: ee (vowel matra) | ਤ: t (as in tap)
ਹਾਰ,(haar): Lose (2),ਹ: h (as in hat) | ਾ: aa (vowel matra) | ਰ: r (as in run)
ਖੇਡਣਾ,(khedna): To play (2),ਖ: kh (aspirated k) | ੇ: e (vowel matra) | ਡ: ḍ (retroflex d) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਖਾਣਾ,(khaana): Food (2),ਖ: kh (aspirated k) | ਾ: aa (vowel matra) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਪੜ੍ਹਨਾ,(parhna): To read (2),ਪ: p (as in pen) | ੜ: ṛ (flapped r) | ੍: halant (suppresses vowel) | ਹ: h (as in hat) | ਨ: n (as in net) | ਾ: aa (vowel matra)
ਲਿਖਣਾ,(likhna): To write (2),ਲ: l (as in love) | ਿ: i (vowel matra before consonant) | ਖ: kh (aspirated k) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਦੌੜ,(daud): Run (2),ਦ: d (as in dog) | ੌ: au (vowel matra) | ੜ: ṛ (flapped r)
ਚੱਲ,(chal): Walk (2),ਚ: ch (as in chair) | ੱ: unknown | ਲ: l (as in love)
ਮਾ,(maa): Mother (3),ਮ: m (as in man) | ਾ: aa (vowel matra)
ਪਿਤਾ,(pitaa): Father (3),ਪ: p (as in pen) | ਿ: i (vowel matra before consonant) | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਘਰ,(ghar): Home (3),ਘ: gh (aspirated g) | ਰ: r (as in run)
ਰੋਟੀ,(roti): Bread (3),ਰ: r (as in run) | ੋ: o (vowel matra) | ਟ: ṭ (retroflex t) | ੀ: ee (vowel matra)
ਪਾਣੀ,(paani): Water (3),ਪ: p (as in pen) | ਾ: aa (vowel matra) | ਣ: ṇ (retroflex n) | ੀ: ee (vowel matra)
ਦਿਲ,(dil): Heart (3),ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਲ: l (as in love)
ਬਚਾ,(bachaa): Child (3),ਬ: b (as in bat) | ਚ: ch (as in chair) | ਾ: aa (vowel matra)
ਰਾਤ,(raat): Night (3),ਰ: r (as in run) | ਾ: aa (vowel matra) | ਤ: t (as in tap)
ਦਿਨ,(din): Day (3),ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਨ: n (as in net)
ਕੰਨ,(kann): Ear (3),ਕ: k (as in kite) | ੰ: unknown | ਨ: n (as in net)
ਸੂਰਜ,(sooraj): Sun (3),ਸ: s (as in sun) | ੂ: oo (vowel matra) | ਰ: r (as in run) | ਜ: j (as in jam)
ਚੰਦ,(chand): Moon (3),ਚ: ch (as in chair) | ੰ: unknown | ਦ: d (as in dog)
ਤਾਰਾ,(taaraa): Star (3),ਤ: t (as in tap) | ਾ: aa (vowel matra) | ਰ: r (as in run) | ਾ: aa (vowel matra)
ਫਲ,(phal): Fruit (3),ਫ: ph (as in photo) | ਲ: l (as in love)
ਦੂਧ,(doodh): Milk (3),ਦ: d (as in dog) | ੂ: oo (vowel matra) | ਧ: dh (aspirated d)
ਕਿੱਤਾ,(kittaa): Puppy (3),ਕ: k (as in kite) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਬਿੱਲੀ,(billee): Cat (3),ਬ: b (as in bat) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਲ: l (as in love) | ੀ: ee (vowel matra)
ਕੁੱਤਾ,(kuttaa): Dog (3),ਕ: k (as in kite) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਮਿੱਟੀ,(mittee): Soil (3),ਮ: m (as in man) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਟ: ṭ (retroflex t) | ੀ: ee (vowel matra)
ਹਵਾ,(havaa): Air (3),ਹ: h (as in hat) | ਵ: v/w (as in van) | ਾ: aa (vowel matra)
ਪਿਆਰ,(piyaar): Love (3),ਪ: p (as in pen) | ਿ: i (vowel matra before consonant) | ਆ: aa (as in father) | ਰ: r (as in run)
ਦੋਸਤ,(dosat): Friend (3),ਦ: d (as in dog) | ੋ: o (vowel matra) | ਸ: s (as in sun) | ਤ: t (as in tap)
ਕਿਤਾਬ,(kitaab): Book (3),ਕ: k (as in kite) | ਿ: i (vowel matra before consonant) | ਤ: t (as in tap) | ਾ: aa (vowel matra) | ਬ: b (as in bat)
ਸਕੂਲ,(sakool): School (3),ਸ: s (as in sun) | ਕ: k (as in kite) | ੂ: oo (vowel matra) | ਲ: l (as in love)
ਖੇਡ,(khed): Game (3),ਖ: kh (aspirated k) | ੇ: e (vowel matra) | ਡ: ḍ (retroflex d)
ਸਰਕ,(sarak): Road (3),ਸ: s (as in sun) | ਰ: r (as in run) | ਕ: k (as in kite)
ਪਹਾੜ,(pahaad): Mountain (3),ਪ: p (as in pen) | ਹ: h (as in hat) | ਾ: aa (vowel matra) | ੜ: ṛ (flapped r)
ਨਦੀ,(nadee): River (3),ਨ: n (as in net) | ਦ: d (as in dog) | ੀ: ee (vowel matra)
ਝੀਲ,(jheel): Lake (3),ਝ: jh (aspirated j) | ੀ: ee (vowel matra) | ਲ: l (as in love)
ਬੂਟਾ,(boota): Plant (3),ਬ: b (as in bat) | ੂ: oo (vowel matra) | ਟ: ṭ (retroflex t) | ਾ: aa (vowel matra)
ਫੁੱਲ,(phull): Flower (3),ਫ: ph (as in photo) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਲ: l (as in love)
ਵਰਖ,(varkh): Tree (3),ਵ: v/w (as in van) | ਰ: r (as in run) | ਖ: kh (aspirated k)
ਪੱਤਾ,(patta): Leaf (3),ਪ: p (as in pen) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਅੰਬ,(amb): Mango (3),ਅ: a (as in about) | ੰ: unknown | ਬ: b (as in bat)
ਸੇਬ,(seb): Apple (3),ਸ: s (as in sun) | ੇ: e (vowel matra) | ਬ: b (as in bat)
ਕੇਲਾ,(kelaa): Banana (3),ਕ: k (as in kite) | ੇ: e (vowel matra) | ਲ: l (as in love) | ਾ: aa (vowel matra)
ਅੰਗੂਰ,(angoor): Grapes (3),ਅ: a (as in about) | ੰ: unknown | ਗ: g (as in go) | ੂ: oo (vowel matra) | ਰ: r (as in run)
ਸੂਟ,(soot): Suit (3),ਸ: s (as in sun) | ੂ: oo (vowel matra) | ਟ: ṭ (retroflex t)
ਕੱਪੜਾ,(kappraa): Clothes (3),ਕ: k (as in kite) | ੱ: unknown | ਪ: p (as in pen) | ੜ: ṛ (flapped r) | ਾ: aa (vowel matra)
ਜੁੱਤੀ,(jutti): Shoe (3),ਜ: j (as in jam) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ੀ: ee (vowel matra)
ਟੋਪੀ,(topi): Cap (3),ਟ: ṭ (retroflex t) | ੋ: o (vowel matra) | ਪ: p (as in pen) | ੀ: ee (vowel matra)
ਮਾਰ,(maar): Hit (3),ਮ: m (as in man) | ਾ: aa (vowel matra) | ਰ: r (as in run)
ਜੀਤ,(jeet): Win (3),ਜ: j (as in jam) | ੀ: ee (vowel matra) | ਤ: t (as in tap)
ਹਾਰ,(haar): Lose (3),ਹ: h (as in hat) | ਾ: aa (vowel matra) | ਰ: r (as in run)
ਖੇਡਣਾ,(khedna): To play (3),ਖ: kh (aspirated k) | ੇ: e (vowel matra) | ਡ: ḍ (retroflex d) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਖਾਣਾ,(khaana): Food (3),ਖ: kh (aspirated k) | ਾ: aa (vowel matra) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਪੜ੍ਹਨਾ,(parhna): To read (3),ਪ: p (as in pen) | ੜ: ṛ (flapped r) | ੍: halant (suppresses vowel) | ਹ: h (as in hat) | ਨ: n (as in net) | ਾ: aa (vowel matra)
ਲਿਖਣਾ,(likhna): To write (3),ਲ: l (as in love) | ਿ: i (vowel matra before consonant) | ਖ: kh (aspirated k) | ਣ: ṇ (retroflex n) | ਾ: aa (vowel matra)
ਦੌੜ,(daud): Run (3),ਦ: d (as in dog) | ੌ: au (vowel matra) | ੜ: ṛ (flapped r)
ਚੱਲ,(chal): Walk (3),ਚ: ch (as in chair) | ੱ: unknown | ਲ: l (as in love)
ਮਾ,(maa): Mother (4),ਮ: m (as in man) | ਾ: aa (vowel matra)
ਪਿਤਾ,(pitaa): Father (4),ਪ: p (as in pen) | ਿ: i (vowel matra before consonant) | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਘਰ,(ghar): Home (4),ਘ: gh (aspirated g) | ਰ: r (as in run)
ਰੋਟੀ,(roti): Bread (4),ਰ: r (as in run) | ੋ: o (vowel matra) | ਟ: ṭ (retroflex t) | ੀ: ee (vowel matra)
ਪਾਣੀ,(paani): Water (4),ਪ: p (as in pen) | ਾ: aa (vowel matra) | ਣ: ṇ (retroflex n) | ੀ: ee (vowel matra)
ਦਿਲ,(dil): Heart (4),ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਲ: l (as in love)
ਬਚਾ,(bachaa): Child (4),ਬ: b (as in bat) | ਚ: ch (as in chair) | ਾ: aa (vowel matra)
ਰਾਤ,(raat): Night (4),ਰ: r (as in run) | ਾ: aa (vowel matra) | ਤ: t (as in tap)
ਦਿਨ,(din): Day (4),ਦ: d (as in dog) | ਿ: i (vowel matra before consonant) | ਨ: n (as in net)
ਕੰਨ,(kann): Ear (4),ਕ: k (as in kite) | ੰ: unknown | ਨ: n (as in net)
ਸੂਰਜ,(sooraj): Sun (4),ਸ: s (as in sun) | ੂ: oo (vowel matra) | ਰ: r (as in run) | ਜ: j (as in jam)
ਚੰਦ,(chand): Moon (4),ਚ: ch (as in chair) | ੰ: unknown | ਦ: d (as in dog)
ਤਾਰਾ,(taaraa): Star (4),ਤ: t (as in tap) | ਾ: aa (vowel matra) | ਰ: r (as in run) | ਾ: aa (vowel matra)
ਫਲ,(phal): Fruit (4),ਫ: ph (as in photo) | ਲ: l (as in love)
ਦੂਧ,(doodh): Milk (4),ਦ: d (as in dog) | ੂ: oo (vowel matra) | ਧ: dh (aspirated d)
ਕਿੱਤਾ,(kittaa): Puppy (4),ਕ: k (as in kite) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
ਬਿੱਲੀ,(billee): Cat (4),ਬ: b (as in bat) | ਿ: i (vowel matra before consonant) | ੱ: unknown | ਲ: l (as in love) | ੀ: ee (vowel matra)
ਕੁੱਤਾ,(kuttaa): Dog (4),ਕ: k (as in kite) | ੁ: u (vowel matra before consonant) | ੱ: unknown | ਤ: t (as in tap) | ਾ: aa (vowel matra)
